KCNG4	1	A process in which a potassium ion is transported from one side of a membrane to the other.
METTL22	1	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
ZCCHC14	1	Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives.
JPH3	2	The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)." [ISBN
ZFPM1	2	Interacting selectively and non-covalently with an RNA polymerase II transcription factor, any protein required to initiate or regulate transcription by RNA polymerase II.
CYBA	1	The enzymatic generation of superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species, by a cell in response to environmental stress, thereby mediating the activation of various stress-inducible signaling pathways.
CTU2	6	Catalysis of the transfer of sulfur atoms from one compound (donor) to another (acceptor).
PIEZO1	4	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus.
ZNF778	4	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
SPIRE2	2	The cleavage furrow is a plasma membrane invagination at the cell division site. The cleavage furrow begins as a shallow groove and eventually deepens to divide the cytoplasm.
PRDM7	2	Catalysis of the reaction
MYH8	1	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits." [ISBN
MYH4	3	Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits." [ISBN
DNAH9	1	A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules.
CDRT1	2	A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.
TBC1D26	2	Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP.
NCOR1	24	A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins." [PMID
CENPV	2	The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells.
WDR81	3	A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function
SMYD4	3	Interacting selectively and non-covalently with any metal ion.
MPRIP	2	Interacting selectively and non-covalently with cadherin, a type I membrane protein involved in cell adhesion.
PEMT	4	Catalysis of the reaction
RAI1	2	Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours.
DRC3	7	A cilium which may have a variable arrangement of axonemal microtubules and also contains molecular motors. It may beat with a whip-like pattern that promotes cell motility or transport of fluids and other cells across a cell surface, such as on epithelial cells that line the lumenal ducts of various tissues; or they may display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization. Motile cilia can be found in single as well as multiple copies per cell.
MYO15A	1	A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm.
SMCR8	1	Stimulates the exchange of guanyl nucleotides associated with a GTPase of the Rab family. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase.
ZNF286B	1	Interacting selectively and non-covalently with any metal ion.
FBXW10	2	The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome.
FAM83G	1	A series of molecular signals initiated by the binding of a member of the BMP (bone morphogenetic protein) family to a receptor on the surface of a target cell, and ending with regulation of a downstream cellular process, e.g. transcription.
SLC5A10	6	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN
DPH1	5	The modification of peptidyl-histidine to 2'-(3-carboxamido-3-(trimethylammonio)propyl)-L-histidine, known as diphthamide, found in translation elongation factor EF-2. The process occurs in eukaryotes and archaea but not eubacteria.
MAP2K3	29	A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate.
KCNJ12	28	The directed movement of potassium ions from outside of a cell, across the plasma membrane and into the cytosol." [PMID
SMG6	2	The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase.
POLDIP2	3	The process in which the anatomical structures of a mitochondrion are generated and organized.
SEBOX	1	The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state." [ISBN
SARM1	3	A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body.
SLC46A1	2	Enables the directed movement of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, into, out of or within a cell, or between cells.
TP53I13	2	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN
SSH2	2	The developmental process in which the size or shape of a cell is generated and organized.
EFCAB5	1	Interacting selectively and non-covalently with calcium ions (Ca2+).
CRLF3	1	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
OR1D5	1	Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell.
OR1A2	2	A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID
OR1A1	1	A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID
OR3A1	1	A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane (PMID
CCL8	1	The movement of an eosinophil in response to an external stimulus.
CCT6B	4	A multisubunit ring-shaped complex that mediates protein folding in the cytosol without a cofactor.
SPATA22	2	The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell.
MMP28	3	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid." [ISBN
TRPV3	2	Enables the facilitated diffusion of a calcium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism.
P2RX5	5	The component of the nuclear inner membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
ITGAE	2	Interacting selectively and non-covalently with any metal ion.
STARD3	1	The lipid bilayer surrounding the endoplasmic reticulum.
ERBB2	6	Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade.
GSDMB	8	Interacting selectively and non-covalently with phosphatidylinositol-4-phosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' position.
GSDMA	1	Interacting selectively and non-covalently with phosphatidylinositol-4,5-bisphosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 4' and 5' positions.
KRT24	1	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT10	4	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT40	4	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRTAP3-2	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP1-3	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP1-1	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP2-1	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP4-1	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP9-1	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP9-9	1	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP29-1	2	A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins." [ISBN
KRTAP17-1	1	The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns.
KRT37	1	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT32	2	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT35	1	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT36	1	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
KRT13	1	A type of programmed cell death that occurs in the epidermis, morphologically and biochemically distinct from apoptosis. It leads to the formation of corneocytes, i.e. dead keratinocytes containing an amalgam of specific proteins (e.g., keratin, loricrin, SPR and involucrin) and lipids (e.g., fatty acids and ceramides), which are necessary for the function of the cornified skin layer (mechanical resistance, elasticity, water repellence and structural stability).
HAP1	4	The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif.
JUP	10	Complex of peripheral cytoplasmic proteins (alpha-, beta- and gamma-catenin) that interact with the cytoplasmic region of uvomorulin/E-cadherin to connect it to the actin cytoskeleton." [ISBN
CYB5D2	6	Any process that activates or increases the frequency, rate or extent of neuron differentiation.
COASY	2	Catalysis of the reaction
BRCA1	2	Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter.
MPP2	1	A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse.
CCDC103	1	The establishment of an organism's body plan or part of an organism with respect to the left and right halves. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry.
PLCD3	2	Catalysis of the reaction
MAP3K14	3	A process in which the transfer of one or more phosphate groups to a substrate transmits a signal to the phosphorylated substrate.
LRRC37A	2	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
LRRC37A2	1	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
GGT6	4	The chemical reactions and pathways resulting in the formation of leukotriene D4.
WNT3	1	The process in which a relatively unspecialized cell acquires specialized features of a neuron.
COPZ2	6	The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG." [ISBN
HOXB1	1	The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase.
TTLL6	1	Catalysis of the posttranslational transfer of one or more glutamate residues to a specific residue on a target protein.
VMO1	1	A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm.
PPP1R9B	6	Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions.
GP1BA	3	The component of the plasma membrane consisting of the gene products that are tethered to the external side of the membrane only by a covalently attached anchor, such as a lipid group embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping.
EME1	2	An endodeoxyribonuclease complex that resolves the 4-way DNA intermediates of a Holliday junction into two separate duplex DNA molecules. Can be branch-migration associated." [PMID
USP6	5	The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell.
STXBP4	5	Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle." [GO_REF
NLRP1	8	Any process that activates or increases the frequency, rate or extent of the regulated release of interleukin-1 beta from a cell.
AKAP1	6	Interacting selectively and non-covalently with one or both of the regulatory subunits of protein kinase A.
RNF43	3	Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond
PPM1E	1	Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity.
BCAS3	2	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment.
WSCD1	4	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
MARCH10	17	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2." [ISBN
DCAF7	1	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
CSHL1	3	Interacting selectively and non-covalently with the growth hormone receptor.
LRRC37A3	4	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
PITPNM3	2	Catalysis of the hydrolysis of a glycerophospholipid." [ISBN
GEMIN4	6	A protein complex that contains the survival motor neuron (SMN) protein and at least eight additional integral components, including the Gemin2-8 and Unrip proteins; the complex is found in the cytoplasm and in nuclear Gems, and is involved in spliceosomal snRNP assembly in the cytoplasm and in pre-mRNA splicing in the nucleus." [PMID
KIAA0753	10	A process in which a protein is transported to, or maintained at, the centrosome.
FBXO39	1	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome." [PMID
ABCA9	1	Catalysis of the reaction
ABCA6	2	Enables the directed movement of lipids into, out of or within a cell, or between cells.
BCL6B	3	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
BTBD17	1	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN
C17orf77	2	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.
GRIN2C	1	The membrane component of the postsynaptic density. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated.
FADS6	3	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.
OTOP2	1	The directed movement of a proton across a membrane." [GO_REF
FGF11	1	The function that stimulates a cell to grow or proliferate. Most growth factors have other actions besides the induction of cell growth or proliferation." [ISBN
TSEN54	2	RNA processing that begins when the tertiary structure of a tRNA type intron is recognized, and ends when the endonucleolytic cleavage of the RNA at both the 5' and 3' splice sites occurs.
RECQL5	7	A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information." [ISBN
ITGB4	8	The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms.
TRIM65	2	Any process that activates, maintains or increases the rate of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm.
SENP3	1	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
TNRC6C	1	A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing.
KDM6B	14	Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in the proximal promoter of a gene transcribed by RNA polymerase II. The proximal promoter is in cis with and relatively close to the core promoter.
CCDC40	1	The assembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole.
RNF213	3	The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein.
CNTROB	4	A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle." [ISBN
BAIAP2	7	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.
TSPAN10	6	Any process leading to the attainment of the full functional capacity of a protein.
MYADML2	1	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
ASPSCR1	3	Cytoplasm situated near, or occurring around, the nucleus.
ZNF750	1	Interacting selectively and non-covalently with a section of chromatin that is associated with gene promoter sequences of DNA." [PMID
ODF4	2	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins." [ISBN
CCDC42	2	The process whose specific outcome is the progression of a spermatid over time, from its formation to the mature structure.
MFSD6L	1	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
PIK3R6	3	Any process that activates or increases the frequency, rate or extent of MAP kinase activity.
ABR	1	A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.
PIEZO2	2	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus.
SLC35G4	6	The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.
GNAL	1	Catalysis of the reaction
CEP192	1	The docking of a cytosolic centriole/basal body to the plasma membrane via the ciliary transition fibers. In some species this may happen via an intermediate step, by first docking to the ciliary vesicle via the ciliary transition fibers. The basal body-ciliary vesicle then relocates to the plasma membrane, followed by the ciliary vesicle fusing with the plasma membrane, effectively attaching the basal body to the plasma membrane.
GREB1L	2	The process whose specific outcome is the progression of a mesonephric duct over time, from its initial formation to a mature structure. A mesonephric duct is a tube drains the mesonephros.
DSC3	4	A cell-cell junction in which
DSG2	2	A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals.
MYOM1	1	Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group.
DTNA	5	The junction between a nerve fiber of one neuron and another neuron, muscle fiber or glial cell. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane." [ISBN
COLEC12	1	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid." [ISBN
MOCOS	1	Catalysis of the reaction
FHOD3	12	The process whose specific outcome is the progression of the cardiac myofibril over time, from its formation to the mature structure. A cardiac myofibril is a myofibril specific to cardiac muscle cells.
TGIF1	1	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus.
SETBP1	1	Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins.
SLC14A1	2	The directed movement of urea into, out of or within the cell. Urea is the water-soluble compound H2N-CO-NH2.
EPG5	2	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN
C18orf25	3	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).
LOXHD1	1	Any process carried out at the cellular level that reduces or removes the toxicity superoxide radicals or hydrogen peroxide.
KATNAL2	1	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.
MBD1	13	Interacting selectively and non-covalently with a methylated cytosine/guanine dinucleotide.
MAPK4	3	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus.
MEX3C	1	Any process involved in the balance between food intake (energy input) and energy expenditure.
POLI	3	Interacting selectively and non-covalently with any metal ion.
ALPK2	5	The process of introducing a phosphate group on to a protein.
PIGN	4	Catalysis of the transfer of ethanolamine phosphate to a mannose residue in the GPI lipid precursor." [PMID
TNFRSF11A	2	The process in which a relatively unspecialized monocyte acquires the specialized features of a multinuclear osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue." [CL
ZCCHC2	2	Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives.
SERPINB3	3	Stops, prevents or reduces the activity of serine-type endopeptidases, enzymes that catalyze the hydrolysis of nonterminal peptide bonds in a polypeptide chain; a serine residue (and a histidine residue) are at the active center of the enzyme.
SERPINB11	11	Any process that decreases the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins.
SERPINB8	4	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures." [ISBN
RTTN	1	The cell cycle process in which a daughter centriole is formed perpendicular to an existing centriole. An immature centriole contains a ninefold radially symmetric array of single microtubules; mature centrioles consist of a radial array of nine microtubule triplets, doublets, or singlets depending upon the species and cell type. Duplicated centrioles also become the ciliary basal body in cells that form cilia during G0.
ENOSF1	1	Catalysis of the reaction
LAMA1	1	The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure." [ISBN
NETO1	2	Any process that enhances the establishment or increases the extent of the excitatory postsynaptic potential (EPSP) which is a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential.
FBXO15	2	The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome.
CNDP2	2	Catalysis of the reaction
CNDP1	1	Interacting selectively and non-covalently with any metal ion.
