Symbol	ID	Name	Synonyms	Chromosome	Category
CCL5	6352	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17	Antimicrobials
CCL3	6348	chemokine (C-C motif) ligand 3	G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3	17	Antimicrobials
CCL20	6364	chemokine (C-C motif) ligand 20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	2	Antimicrobials
CCL11	6356	chemokine (C-C motif) ligand 11	MGC22554|SCYA11	17	Antimicrobials
CCR5	1234	chemokine (C-C motif) receptor 5	CC-CKR-5|CCCKR5|CD195|CKR-5|CKR5|CMKBR5|FLJ78003|IDDM22	3	Antimicrobials
CCL23	6368	chemokine (C-C motif) ligand 23	CK-BETA-8|CKb8|Ckb-8|Ckb-8-1|MIP-3|MIP3|MPIF-1|SCYA23	17	Antimicrobials
CCL25	6370	chemokine (C-C motif) ligand 25	Ckb15|MGC150327|SCYA25|TECK	19	Antimicrobials
CCL1	6346	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17	Antimicrobials
CCL3L3	414062	chemokine (C-C motif) ligand 3-like 3	464.2|D17S1718|LD78|LD78BETA|MGC12815|SCYA3L|SCYA3L1	17	Antimicrobials
CCL4L1	9560	chemokine (C-C motif) ligand 4-like 1	AT744.2|CCL4L|LAG-1|LAG1|SCYA4L	17	Antimicrobials
CXCL12	6387	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	PBSF|SCYB12|SDF-1a|SDF-1b|SDF1|SDF1A|SDF1B|TLSF-a|TLSF-b|TPAR1	10	Antimicrobials
XCL1	6375	chemokine (C motif) ligand 1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCYC1	1	Antimicrobials
CCL8	6355	chemokine (C-C motif) ligand 8	HC14|MCP-2|MCP2|SCYA10|SCYA8	17	Antimicrobials
CCL3L1	6349	chemokine (C-C motif) ligand 3-like 1	464.2|D17S1718|G0S19-2|LD78|LD78BETA|MGC104178|MGC12815|MGC182017|MIP1AP|SCYA3L|SCYA3L1	17	Antimicrobials
CCR1	1230	chemokine (C-C motif) receptor 1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	3	Antimicrobials
CCL24	6369	chemokine (C-C motif) ligand 24	Ckb-6|MPIF-2|MPIF2|SCYA24	7	Antimicrobials
XCL2	6846	chemokine (C motif) ligand 2	SCM-1b|SCM1B|SCYC2	1	Antimicrobials
CXCL1	2919	"chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)"	FSP|GRO1|GROa|MGSA|MGSA-a|NAP-3|SCYB1	4	Antimicrobials
CXCL10	3627	chemokine (C-X-C motif) ligand 10	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1	4	Antimicrobials
CXCR4	7852	chemokine (C-X-C motif) receptor 4	CD184|D2S201E|FB22|HM89|HSY3RR|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM	2	Antimicrobials
CXCL2	2920	chemokine (C-X-C motif) ligand 2	CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2	4	Antimicrobials
CXCR6	10663	chemokine (C-X-C motif) receptor 6	BONZO|CD186|STRL33|TYMSTR	3	Antimicrobials
CCR4	1233	chemokine (C-C motif) receptor 4	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5|MGC88293	3	Antimicrobials
CXCL11	6373	chemokine (C-X-C motif) ligand 11	H174|I-TAC|IP-9|IP9|MGC102770|SCYB11|SCYB9B|b-R1	4	Antimicrobials
FAM19A5	25817	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A5"	QLLK5208|TAFA-5|TAFA5|UNQ5208	22	Antimicrobials
FAM19A3	284467	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A3"	MGC138473|TAFA-3|TAFA3	1	Antimicrobials
FAM19A4	151647	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A4"	FLJ25161|TAFA-4|TAFA4	3	Antimicrobials
FAM19A1	407738	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A1"	TAFA-1|TAFA1	3	Antimicrobials
FAM19A2	338811	"family with sequence similarity 19 (chemokine (C-C motif)-like), member A2"	DKFZp761E1217|DKFZp781P0552|MGC42403|TAFA-2|TAFA2	12	Antimicrobials
CCL14-CCL15	348249	"chemokine ligand 14, chemokine ligand 15 transcription unit"	-	17	Antimicrobials
IL6	3569	"interleukin 6 (interferon, beta 2)"	BSF2|HGF|HSF|IFNB2|IL-6	7	Antimicrobials
TNF	7124	"tumor necrosis factor (TNF superfamily, member 2)"	DIF|TNF-alpha|TNFA|TNFSF2	6	Antimicrobials
IL1B	3553	"interleukin 1, beta"	IL-1|IL1-BETA|IL1F2	2	Antimicrobials
IL18	3606	interleukin 18 (interferon-gamma-inducing factor)	IGIF|IL-18|IL-1g|IL1F4|MGC12320	11	Antimicrobials
PTK2B	2185	PTK2B protein tyrosine kinase 2 beta	CADTK|CAKB|FADK2|FAK2|FRNK|PKB|PTK|PYK2|RAFTK	8	Antimicrobials
VEGFA	7422	vascular endothelial growth factor A	MGC70609|MVCD1|VEGF|VEGF-A|VPF	6	Antimicrobials
IL4	3565	interleukin 4	BCGF-1|BCGF1|BSF1|IL-4|MGC79402	5	Antimicrobials
CDH1	999	"cadherin 1, type 1, E-cadherin (epithelial)"	Arc-1|CD324|CDHE|ECAD|LCAM|UVO	16	Antimicrobials
CD40	958	"CD40 molecule, TNF receptor superfamily member 5"	Bp50|CDW40|MGC9013|TNFRSF5|p50	20	Antimicrobials
DEFB103A	55894	"defensin, beta 103A"	DEFB103|DEFB3|HBD-3|HBD3|HBP-3|HBP3	8	Antimicrobials
F2RL1	2150	coagulation factor II (thrombin) receptor-like 1	GPR11|PAR2	5	Antimicrobials
MMP9	4318	"matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)"	CLG4B|GELB|MMP-9	20	Antimicrobials
LTBP1	4052	latent transforming growth factor beta binding protein 1	MGC163161	2	Antimicrobials
DEFB4	1673	"defensin, beta 4"	DEFB-2|DEFB102|DEFB2|HBD-2|SAP1	8	Antimicrobials
TNFSF10	8743	"tumor necrosis factor (ligand) superfamily, member 10"	APO2L|Apo-2L|CD253|TL2|TRAIL	3	Antimicrobials
IL13	3596	interleukin 13	ALRH|BHR1|IL-13|MGC116786|MGC116788|MGC116789|P600	5	Antimicrobials
IL10	3586	interleukin 10	CSIF|IL-10|IL10A|MGC126450|MGC126451|TGIF	1	Antimicrobials
IL2	3558	interleukin 2	IL-2|TCGF|lymphokine	4	Antimicrobials
PPARG	5468	peroxisome proliferator-activated receptor gamma	CIMT1|NR1C3|PPARG1|PPARG2|PPARgamma	3	Antimicrobials
FGR	2268	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	FLJ43153|MGC75096|SRC2|c-fgr|c-src2|p55c-fgr|p58c-fgr	1	Antimicrobials
MIF	4282	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	GIF|GLIF|MMIF	22	Antimicrobials
CRP	1401	"C-reactive protein, pentraxin-related"	MGC149895|MGC88244|PTX1	1	Antimicrobials
JAK2	3717	Janus kinase 2	JTK10	9	Antimicrobials
IL1A	3552	"interleukin 1, alpha"	IL-1A|IL1|IL1-ALPHA|IL1F1	2	Antimicrobials
PTK2	5747	PTK2 protein tyrosine kinase 2	FADK|FAK|FAK1|pp125FAK	8	Antimicrobials
PTGDR	5729	prostaglandin D2 receptor (DP)	AS1|ASRT1|DP|DP1|MGC49004	14	Antimicrobials
CD86	942	CD86 molecule	B7-2|B70|CD28LG2|LAB72|MGC34413	3	Antimicrobials
HCK	3055	hemopoietic cell kinase	JTK9	20	Antimicrobials
ARRB1	408	"arrestin, beta 1"	ARB1|ARR1	11	Antimicrobials
GNAI1	2770	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1"	Gi	7	Antimicrobials
VDR	7421	"vitamin D (1,25- dihydroxyvitamin D3) receptor"	NR1I1	12	Antimicrobials
OLR1	4973	oxidized low density lipoprotein (lectin-like) receptor 1	CLEC8A|LOX1|SCARE1	12	Antimicrobials
ADRBK1	156	"adrenergic, beta, receptor kinase 1"	BARK1|BETA-ARK1|FLJ16718|GRK2	11	Antimicrobials
TXK	7294	TXK tyrosine kinase	BTKL|MGC22473|PSCTK5|PTK4|RLK|TKL	4	Antimicrobials
RNASE2	6036	"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)"	EDN|RNS2	14	Antimicrobials
CD79A	973	"CD79a molecule, immunoglobulin-associated alpha"	IGA|MB-1	19	BCRSignalingPathway
CD79B	974	"CD79b molecule, immunoglobulin-associated beta"	B29|IGB	17	BCRSignalingPathway
LYN	4067	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	FLJ26625|JTK8	8	BCRSignalingPathway
SYK	6850	spleen tyrosine kinase	DKFZp313N1010|FLJ25043|FLJ37489	9	BCRSignalingPathway
BTK	695	Bruton agammaglobulinemia tyrosine kinase	AGMX1|AT|ATK|BPK|IMD1|MGC126261|MGC126262|PSCTK1|XLA	X	BCRSignalingPathway
BLNK	29760	B-cell linker	BASH|BLNK-S|LY57|MGC111051|SLP-65|SLP65	10	BCRSignalingPathway
VAV3	10451	vav 3 guanine nucleotide exchange factor	FLJ40431	1	BCRSignalingPathway
VAV1	7409	vav 1 guanine nucleotide exchange factor	VAV	19	BCRSignalingPathway
VAV2	7410	vav 2 guanine nucleotide exchange factor	-	9	BCRSignalingPathway
RAC1	5879	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	MGC111543|MIG5|TC-25|p21-Rac1	7	BCRSignalingPathway
RAC2	5880	"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"	EN-7|Gx|HSPC022	22	BCRSignalingPathway
RAC3	5881	"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)"	-	17	BCRSignalingPathway
PPP3CA	5530	"protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform"	CALN|CALNA|CALNA1|CCN1|CNA1|PPP2B	4	BCRSignalingPathway
PPP3CB	5532	"protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform"	CALNA2|CALNB	10	BCRSignalingPathway
PPP3CC	5533	"protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform"	CALNA3	8	BCRSignalingPathway
CHP	11261	calcium binding protein P22	SLC9A1BP	15	BCRSignalingPathway
PPP3R1	5534	"protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform"	CALNB1|CNB|CNB1	2	BCRSignalingPathway
PPP3R2	5535	"protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform"	PPP3RL	9	BCRSignalingPathway
CHP2	63928	calcineurin B homologous protein 2	-	16	BCRSignalingPathway
NFAT5	10725	"nuclear factor of activated T-cells 5, tonicity-responsive"	KIAA0827|NF-AT5|NFATL1|NFATZ|OREBP|TONEBP	16	BCRSignalingPathway
NFATC1	4772	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1"	MGC138448|NF-ATC|NFAT2|NFATc	18	BCRSignalingPathway
NFATC2	4773	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"	NFAT1|NFATP	20	BCRSignalingPathway
NFATC3	4775	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3"	NFAT4|NFATX	16	BCRSignalingPathway
NFATC4	4776	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"	NF-ATc4|NFAT3	14	BCRSignalingPathway
HRAS	3265	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|K-RAS|N-RAS|RASH1	11	BCRSignalingPathway
KRAS	3845	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	C-K-RAS|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS3|RASK2	12	BCRSignalingPathway
NRAS	4893	neuroblastoma RAS viral (v-ras) oncogene homolog	ALPS4|N-ras|NRAS1	1	BCRSignalingPathway
FOS	2353	v-fos FBJ murine osteosarcoma viral oncogene homolog	AP-1|C-FOS	14	BCRSignalingPathway
JUN	3725	jun oncogene	AP-1|AP1|c-Jun	1	BCRSignalingPathway
CARD11	84433	"caspase recruitment domain family, member 11"	BIMP3|CARMA1|MGC133069	7	BCRSignalingPathway
BCL10	8915	B-cell CLL/lymphoma 10	CARMEN|CIPER|CLAP|c-E10|mE10	1	BCRSignalingPathway
MALT1	10892	mucosa associated lymphoid tissue lymphoma translocation gene 1	DKFZp434L132|MLT|MLT1	18	BCRSignalingPathway
CHUK	1147	conserved helix-loop-helix ubiquitous kinase	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	10	BCRSignalingPathway
IKBKB	3551	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	FLJ40509|IKK-beta|IKK2|IKKB|MGC131801|NFKBIKB	8	BCRSignalingPathway
IKBKG	8517	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IP|IP1|IP2|IPD2|NEMO	X	BCRSignalingPathway
NFKB1	4790	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	DKFZp686C01211|EBP-1|KBF1|MGC54151|NF-kappa-B|NFKB-p105|NFKB-p50|p105|p50	4	BCRSignalingPathway
RELA	5970	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	MGC131774|NFKB3|p65	11	BCRSignalingPathway
NFKBIA	4792	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha"	IKBA|MAD-3|NFKBI	14	BCRSignalingPathway
NFKBIB	4793	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta"	IKBB|TRIP9	19	BCRSignalingPathway
NFKBIE	4794	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"	IKBE	6	BCRSignalingPathway
CD81	975	CD81 molecule	S5.7|TAPA1|TSPAN28	11	BCRSignalingPathway
CD19	930	CD19 molecule	B4|MGC12802	16	BCRSignalingPathway
CR2	1380	complement component (3d/Epstein Barr virus) receptor 2	C3DR|CD21|SLEB9	1	BCRSignalingPathway
PIK3R5	23533	"phosphoinositide-3-kinase, regulatory subunit 5"	F730038I15Rik|FOAP-2|P101-PI3K|p101	17	BCRSignalingPathway
PIK3R1	5295	"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)"	GRB1|p85|p85-ALPHA	5	BCRSignalingPathway
PIK3R2	5296	"phosphoinositide-3-kinase, regulatory subunit 2 (beta)"	P85B|p85|p85-BETA	19	BCRSignalingPathway
PIK3R3	8503	"phosphoinositide-3-kinase, regulatory subunit 3 (gamma)"	DKFZp686P05226|FLJ41892|p55|p55-GAMMA	1	BCRSignalingPathway
PIK3CA	5290	"phosphoinositide-3-kinase, catalytic, alpha polypeptide"	MGC142161|MGC142163|PI3K|p110-alpha	3	BCRSignalingPathway
PIK3CB	5291	"phosphoinositide-3-kinase, catalytic, beta polypeptide"	DKFZp779K1237|MGC133043|PI3K|PI3KCB|PI3Kbeta|PIK3C1|p110-BETA	3	BCRSignalingPathway
PIK3CD	5293	"phosphoinositide-3-kinase, catalytic, delta polypeptide"	p110D	1	BCRSignalingPathway
PIK3CG	5294	"phosphoinositide-3-kinase, catalytic, gamma polypeptide"	PI3CG|PI3K|PI3Kgamma|PIK3	7	BCRSignalingPathway
AKT3	10000	"v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)"	DKFZp434N0250|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	1	BCRSignalingPathway
AKT1	207	v-akt murine thymoma viral oncogene homolog 1	AKT|MGC99656|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	14	BCRSignalingPathway
AKT2	208	v-akt murine thymoma viral oncogene homolog 2	PKBB|PKBBETA|PRKBB|RAC-BETA	19	BCRSignalingPathway
GSK3B	2932	glycogen synthase kinase 3 beta	-	3	BCRSignalingPathway
INPP5D	3635	"inositol polyphosphate-5-phosphatase, 145kDa"	MGC104855|MGC142140|MGC142142|SHIP|SHIP1|SIP-145|hp51CN	2	BCRSignalingPathway
CD22	933	CD22 molecule	FLJ22814|MGC130020|SIGLEC-2|SIGLEC2	19	BCRSignalingPathway
CD72	971	CD72 molecule	CD72b|LYB2	9	BCRSignalingPathway
PTPN6	5777	"protein tyrosine phosphatase, non-receptor type 6"	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12	BCRSignalingPathway
LILRB3	11025	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3"	CD85A|HL9|ILT5|LIR-3|LIR3|MGC138403|PIRB	19	BCRSignalingPathway
FCGR2B	2213	"Fc fragment of IgG, low affinity IIb, receptor (CD32)"	CD32|CD32B|FCG2|FCGR2|IGFR2	1	BCRSignalingPathway
RASGRP3	25780	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	GRP3|KIAA0846	2	BCRSignalingPathway
PLCG2	5336	"phospholipase C, gamma 2 (phosphatidylinositol-specific)"	-	16	BCRSignalingPathway
PRKCB	5579	"protein kinase C, beta"	MGC41878|PKC-beta|PKCB|PRKCB1|PRKCB2	16	BCRSignalingPathway
IFITM1	8519	interferon induced transmembrane protein 1 (9-27)	9-27|CD225|IFI17|LEU13	11	BCRSignalingPathway
IGH@	3492	immunoglobulin heavy locus	DKFZp686C15213|IGH|IGH.1@|IGHDY1|MGC72071|MGC88774	14	BCRSignalingPathway
IGHA1	3493	immunoglobulin heavy constant alpha 1	FLJ14473|FLJ35065|FLJ35500|FLJ36402|FLJ39698|FLJ40001|FLJ41548|FLJ41552|FLJ41789|FLJ43248|FLJ43594|FLJ44293|FLJ46028|FLJ46621|FLJ46724|FLJ46811|FLJ46824|FLJ90170|IgA1|MGC102857	14	BCRSignalingPathway
IGHA2	3494	immunoglobulin heavy constant alpha 2 (A2m marker)	-	14	BCRSignalingPathway
IGHD	3495	immunoglobulin heavy constant delta	FLJ00382|FLJ46727|MGC29633	14	BCRSignalingPathway
IGHD@	50648	immunoglobulin heavy diversity group	IGD1|IGHDY1	14	BCRSignalingPathway
IGHD1-1	28510	immunoglobulin heavy diversity 1-1	IGHD11	14	BCRSignalingPathway
IGHD1-14	28508	immunoglobulin heavy diversity 1-14 (non-functional)	DM2|IGHD114	14	BCRSignalingPathway
IGHD1-20	28507	immunoglobulin heavy diversity 1-20	IGHD120	14	BCRSignalingPathway
IGHD1-26	28506	immunoglobulin heavy diversity 1-26	IGHD126	14	BCRSignalingPathway
IGHD1-7	28509	immunoglobulin heavy diversity 1-7	DM1|IGHD17	14	BCRSignalingPathway
IGHD2-15	28503	immunoglobulin heavy diversity 2-15	D2|IGHD215	14	BCRSignalingPathway
IGHD2-2	28505	immunoglobulin heavy diversity 2-2	IGHD22	14	BCRSignalingPathway
IGHD2-21	28502	immunoglobulin heavy diversity 2-21	IGHD221	14	BCRSignalingPathway
IGHD2-8	28504	immunoglobulin heavy diversity 2-8	DLR1|IGHD28	14	BCRSignalingPathway
IGHD3-10	28499	immunoglobulin heavy diversity 3-10	DXP'1|IGHD310	14	BCRSignalingPathway
IGHD3-16	28498	immunoglobulin heavy diversity 3-16	IGHD316	14	BCRSignalingPathway
IGHD3-22	28497	immunoglobulin heavy diversity 3-22	IGHD322	14	BCRSignalingPathway
IGHD3-3	28501	immunoglobulin heavy diversity 3-3	DXP4|IGHD33	14	BCRSignalingPathway
IGHD3-9	28500	immunoglobulin heavy diversity 3-9	DXP1|IGHD39	14	BCRSignalingPathway
IGHD4-11	28495	immunoglobulin heavy diversity 4-11 (non-functional)	DA1|IGHD411	14	BCRSignalingPathway
IGHD4-17	28494	immunoglobulin heavy diversity 4-17	IGHD417	14	BCRSignalingPathway
IGHD4-23	28493	immunoglobulin heavy diversity 4-23 (non-functional)	IGHD423	14	BCRSignalingPathway
IGHD4-4	28496	immunoglobulin heavy diversity 4-4	DA4|IGHD44	14	BCRSignalingPathway
IGHD5-12	28491	immunoglobulin heavy diversity 5-12	DK1|IGHD512	14	BCRSignalingPathway
IGHD5-18	28490	immunoglobulin heavy diversity 5-18	IGHD518	14	BCRSignalingPathway
IGHD5-24	28489	immunoglobulin heavy diversity 5-24 (non-functional)	IGHD524	14	BCRSignalingPathway
IGHD5-5	28492	immunoglobulin heavy diversity 5-5	DK4|IGHD55	14	BCRSignalingPathway
IGHD6-13	28487	immunoglobulin heavy diversity 6-13	DN1|IGHD613	14	BCRSignalingPathway
IGHD6-19	28486	immunoglobulin heavy diversity 6-19	IGHD619	14	BCRSignalingPathway
IGHD6-25	28485	immunoglobulin heavy diversity 6-25	IGHD625	14	BCRSignalingPathway
IGHD6-6	28488	immunoglobulin heavy diversity 6-6	D(N4)|IGHD66	14	BCRSignalingPathway
IGHD7-27	28484	immunoglobulin heavy diversity 7-27	DHQ52|IGHD727	14	BCRSignalingPathway
IGHE	3497	immunoglobulin heavy constant epsilon	IgE	14	BCRSignalingPathway
IGHG1	3500	immunoglobulin heavy constant gamma 1 (G1m marker)	-	14	BCRSignalingPathway
IGHG2	3501	immunoglobulin heavy constant gamma 2 (G2m marker)	DKFZp686I04196	14	BCRSignalingPathway
IGHG3	3502	immunoglobulin heavy constant gamma 3 (G3m marker)	DKFZp686H11213|FLJ39988|FLJ40036|FLJ40253|FLJ40587|FLJ40789|FLJ40834|IgG3|MGC45809	14	BCRSignalingPathway
IGHG4	3503	immunoglobulin heavy constant gamma 4 (G4m marker)	MGC117419	14	BCRSignalingPathway
IGHJ@	3506	immunoglobulin heavy joining group	IGHJ	14	BCRSignalingPathway
IGHJ1	28483	immunoglobulin heavy joining 1	JH1	14	BCRSignalingPathway
IGHJ2	28481	immunoglobulin heavy joining 2	JH2	14	BCRSignalingPathway
IGHJ3	28479	immunoglobulin heavy joining 3	JH3b	14	BCRSignalingPathway
IGHJ4	28477	immunoglobulin heavy joining 4	JH4b	14	BCRSignalingPathway
IGHJ5	28476	immunoglobulin heavy joining 5	JH5b	14	BCRSignalingPathway
IGHJ6	28475	immunoglobulin heavy joining 6	JH6b	14	BCRSignalingPathway
IGHM	3507	immunoglobulin heavy constant mu	DKFZp686I15196|DKFZp686I15212|FLJ00385|MGC104996|MGC52291|MU|VH	14	BCRSignalingPathway
IGHV@	3509	immunoglobulin heavy variable group	IGHV	14	BCRSignalingPathway
IGHV1-18	28468	immunoglobulin heavy variable 1-18	IGHV118	14	BCRSignalingPathway
IGHV1-2	28474	immunoglobulin heavy variable 1-2	IGHV12	14	BCRSignalingPathway
IGHV1-24	28467	immunoglobulin heavy variable 1-24	IGHV124|VH	14	BCRSignalingPathway
IGHV1-3	28473	immunoglobulin heavy variable 1-3	IGHV13	14	BCRSignalingPathway
IGHV1-45	28466	immunoglobulin heavy variable 1-45	IGHV145|VH	14	BCRSignalingPathway
IGHV1-46	28465	immunoglobulin heavy variable 1-46	IGHV146	14	BCRSignalingPathway
IGHV1-58	28464	immunoglobulin heavy variable 1-58	IGHV158|VH	14	BCRSignalingPathway
IGHV1-69	28461	immunoglobulin heavy variable 1-69	IGHV1-E|IGHV169|IGHV1E	14	BCRSignalingPathway
IGHV1-8	28472	immunoglobulin heavy variable 1-8	IGHV18	14	BCRSignalingPathway
IGHV1-C	28460	"immunoglobulin heavy variable 1-C (provisional, non-functional)"	IGHV1C	14	BCRSignalingPathway
IGHV1-F	28458	immunoglobulin heavy variable 1-F (provisional)	IGHV1F	14	BCRSignalingPathway
IGHV2-26	28455	immunoglobulin heavy variable 2-26	IGHV226|VH	14	BCRSignalingPathway
IGHV2-5	28457	immunoglobulin heavy variable 2-5	IGHV25|VH	14	BCRSignalingPathway
IGHV2-70	28454	immunoglobulin heavy variable 2-70	IGHV270|VH	14	BCRSignalingPathway
IGHV3-11	28450	immunoglobulin heavy variable 3-11 (gene/pseudogene)	IGHV311|VH	14	BCRSignalingPathway
IGHV3-13	28449	immunoglobulin heavy variable 3-13	IGHV313	14	BCRSignalingPathway
IGHV3-15	28448	immunoglobulin heavy variable 3-15	IGHV315|VH	14	BCRSignalingPathway
IGHV3-16	28447	immunoglobulin heavy variable 3-16 (non-functional)	IGHV316|VH	14	BCRSignalingPathway
IGHV3-20	28445	immunoglobulin heavy variable 3-20	IGHV320|VH	14	BCRSignalingPathway
IGHV3-21	28444	immunoglobulin heavy variable 3-21	IGHV321|VH	14	BCRSignalingPathway
IGHV3-23	28442	immunoglobulin heavy variable 3-23	DP47|IGHV323|V3-23|VH26	14	BCRSignalingPathway
IGHV3-30	28439	immunoglobulin heavy variable 3-30	IGHV330|VH	14	BCRSignalingPathway
IGHV3-30-3	57290	immunoglobulin heavy variable 3-30-3	IGHV3-3|IGHV3303	14	BCRSignalingPathway
IGHV3-30-5	89770	immunoglobulin heavy variable 3-30-5	IGHV3-3|IGHV3305	14	BCRSignalingPathway
IGHV3-33	28434	immunoglobulin heavy variable 3-33	IGHV333|VH	14	BCRSignalingPathway
IGHV3-35	28432	immunoglobulin heavy variable 3-35 (non-functional)	IGHV335|VH	14	BCRSignalingPathway
IGHV3-38	28429	immunoglobulin heavy variable 3-38 (non-functional)	IGHV338|VH	14	BCRSignalingPathway
IGHV3-43	28426	immunoglobulin heavy variable 3-43	IGHV343|VH	14	BCRSignalingPathway
IGHV3-48	28424	immunoglobulin heavy variable 3-48	IGHV348|VH	14	BCRSignalingPathway
IGHV3-49	28423	immunoglobulin heavy variable 3-49	IGHV349|VH	14	BCRSignalingPathway
IGHV3-53	28420	immunoglobulin heavy variable 3-53	IGHV353|VH	14	BCRSignalingPathway
IGHV3-64	28414	immunoglobulin heavy variable 3-64	IGHV364|VH	14	BCRSignalingPathway
IGHV3-66	28412	immunoglobulin heavy variable 3-66	IGHV366|VH	14	BCRSignalingPathway
IGHV3-7	28452	immunoglobulin heavy variable 3-7	IGHV37|VH	14	BCRSignalingPathway
IGHV3-72	28410	immunoglobulin heavy variable 3-72	IGHV372|VH	14	BCRSignalingPathway
IGHV3-73	28409	immunoglobulin heavy variable 3-73	IGHV373|VH	14	BCRSignalingPathway
IGHV3-74	28408	immunoglobulin heavy variable 3-74	IGHV374|VH	14	BCRSignalingPathway
IGHV3-9	28451	immunoglobulin heavy variable 3-9	IGHV39|VH	14	BCRSignalingPathway
IGHV3-D	28404	immunoglobulin heavy variable 3-D (provisional)	IGHV3D	14	BCRSignalingPathway
IGHV3-H	28402	immunoglobulin heavy variable 3-H pseudogene (provisional)	IGHV3H	14	BCRSignalingPathway
IGHV4-28	28400	immunoglobulin heavy variable 4-28	IGHV428|VH	14	BCRSignalingPathway
IGHV4-30-1	28399	immunoglobulin heavy variable 4-30-1	IGHV4-3	14	BCRSignalingPathway
IGHV4-30-2	28398	immunoglobulin heavy variable 4-30-2	IGHV4-3|IGHV4302	14	BCRSignalingPathway
IGHV4-30-4	28397	immunoglobulin heavy variable 4-30-4	IGHV4-3|IGHV4304	14	BCRSignalingPathway
IGHV4-31	28396	immunoglobulin heavy variable 4-31	FLJ45507|IGHV431	14	BCRSignalingPathway
IGHV4-34	28395	immunoglobulin heavy variable 4-34	IGHV434|VH	14	BCRSignalingPathway
IGHV4-39	28394	immunoglobulin heavy variable 4-39	IGHV439|VH	14	BCRSignalingPathway
IGHV4-4	28401	immunoglobulin heavy variable 4-4	IGHV44|VH	14	BCRSignalingPathway
